County,date,deaths,cases,Region,Color
Ulster,2020-04-23T00:00:00Z,19,942,Mid-Hudson,#91bdf0
Warren,2020-04-23T00:00:00Z,5,119,North Country,#dcc8dc
Washington,2020-04-23T00:00:00Z,3,80,North Country,#dcc8dc
Wayne,2020-04-23T00:00:00Z,1,53,Finger Lakes,#b4ffaa
Westchester,2020-04-23T00:00:00Z,863,25959,Mid-Hudson,#91bdf0
Wyoming,2020-04-23T00:00:00Z,5,41,Western New York,#979797
Yates,2020-04-23T00:00:00Z,1,11,Finger Lakes,#b4ffaa
New York State,2020-04-24T00:00:00Z,20877,271590,New York State,#7a7a7a
Albany,2020-04-24T00:00:00Z,23,805,Capital,#00ffff
Allegany,2020-04-24T00:00:00Z,2,31,Western New York,#979797
Broome,2020-04-24T00:00:00Z,11,232,Southern Tier,#ffd900
Cattaraugus,2020-04-24T00:00:00Z,1,39,Western New York,#979797
Cayuga,2020-04-24T00:00:00Z,2,39,Central New York,#d7e1be
Chautauqua,2020-04-24T00:00:00Z,1,27,Western New York,#979797
Chemung,2020-04-24T00:00:00Z,3,79,Finger Lakes,#b4ffaa
Chenango,2020-04-24T00:00:00Z,0,84,Southern Tier,#ffd900
Clinton,2020-04-24T00:00:00Z,4,53,North Country,#dcc8dc
Columbia,2020-04-24T00:00:00Z,16,129,Capital,#00ffff
Cortland,2020-04-24T00:00:00Z,1,25,Central New York,#d7e1be
Delaware,2020-04-24T00:00:00Z,2,51,Southern Tier,#ffd900
Dutchess,2020-04-24T00:00:00Z,62,2517,Mid-Hudson,#91bdf0
Erie,2020-04-24T00:00:00Z,184,2603,Western New York,#979797
Essex,2020-04-24T00:00:00Z,0,22,North Country,#dcc8dc
Franklin,2020-04-24T00:00:00Z,0,13,North Country,#dcc8dc
Fulton,2020-04-24T00:00:00Z,3,29,Mohawk Valley,#ffff00
Genesee,2020-04-24T00:00:00Z,3,127,Western New York,#979797
Greene,2020-04-24T00:00:00Z,2,90,Capital,#00ffff
Hamilton,2020-04-24T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-24T00:00:00Z,3,56,Mohawk Valley,#ffff00
Jefferson,2020-04-24T00:00:00Z,0,58,Tug Hill Seaway,#e978ef
Lewis,2020-04-24T00:00:00Z,3,9,Tug Hill Seaway,#e978ef
Livingston,2020-04-24T00:00:00Z,1,44,Finger Lakes,#b4ffaa
Madison,2020-04-24T00:00:00Z,5,106,Central New York,#d7e1be
Monroe,2020-04-24T00:00:00Z,73,1199,Finger Lakes,#b4ffaa
Montgomery,2020-04-24T00:00:00Z,3,39,Mohawk Valley,#ffff00
Nassau,2020-04-24T00:00:00Z,1518,32765,Long Island,#ff64a5
New York,2020-04-24T00:00:00Z,1846,150473,New York City,#c8ff00
Niagara,2020-04-24T00:00:00Z,21,332,Western New York,#979797
Oneida,2020-04-24T00:00:00Z,8,323,Central New York,#d7e1be
Onondaga,2020-04-24T00:00:00Z,23,639,Central New York,#d7e1be
Ontario,2020-04-24T00:00:00Z,4,73,Finger Lakes,#b4ffaa
Orange,2020-04-24T00:00:00Z,197,7155,Mid-Hudson,#91bdf0
Orleans,2020-04-24T00:00:00Z,4,60,Western New York,#979797
Oswego,2020-04-24T00:00:00Z,2,51,Central New York,#d7e1be
Otsego,2020-04-24T00:00:00Z,3,50,Mohawk Valley,#ffff00
Putnam,2020-04-24T00:00:00Z,42,619,Mid-Hudson,#91bdf0
Rensselaer,2020-04-24T00:00:00Z,11,198,Capital,#00ffff
Rockland,2020-04-24T00:00:00Z,362,10091,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-24T00:00:00Z,1,144,Tug Hill Seaway,#e978ef
Saratoga,2020-04-24T00:00:00Z,10,278,Capital,#00ffff
Schenectady,2020-04-24T00:00:00Z,18,297,Capital,#00ffff
Schoharie,2020-04-24T00:00:00Z,1,21,Mohawk Valley,#ffff00
Schuyler,2020-04-24T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-04-24T00:00:00Z,1,18,Finger Lakes,#b4ffaa
Steuben,2020-04-24T00:00:00Z,17,171,Finger Lakes,#b4ffaa
Suffolk,2020-04-24T00:00:00Z,993,30606,Long Island,#ff64a5
Sullivan,2020-04-24T00:00:00Z,9,628,Mid-Hudson,#91bdf0
Tioga,2020-04-24T00:00:00Z,2,40,Southern Tier,#ffd900
Tompkins,2020-04-24T00:00:00Z,0,121,Southern Tier,#ffd900
Ulster,2020-04-24T00:00:00Z,19,976,Mid-Hudson,#91bdf0
Warren,2020-04-24T00:00:00Z,5,122,North Country,#dcc8dc
Washington,2020-04-24T00:00:00Z,3,83,North Country,#dcc8dc
Wayne,2020-04-24T00:00:00Z,1,53,Finger Lakes,#b4ffaa
Westchester,2020-04-24T00:00:00Z,891,26633,Mid-Hudson,#91bdf0
Wyoming,2020-04-24T00:00:00Z,5,43,Western New York,#979797
Yates,2020-04-24T00:00:00Z,1,11,Finger Lakes,#b4ffaa
New York State,2020-04-25T00:00:00Z,21471,282143,New York State,#7a7a7a
Albany,2020-04-25T00:00:00Z,23,899,Capital,#00ffff
Allegany,2020-04-25T00:00:00Z,2,35,Western New York,#979797
Broome,2020-04-25T00:00:00Z,13,251,Southern Tier,#ffd900
Cattaraugus,2020-04-25T00:00:00Z,2,45,Western New York,#979797
Cayuga,2020-04-25T00:00:00Z,2,47,Central New York,#d7e1be
Chautauqua,2020-04-25T00:00:00Z,1,27,Western New York,#979797
Chemung,2020-04-25T00:00:00Z,3,103,Finger Lakes,#b4ffaa
Chenango,2020-04-25T00:00:00Z,0,91,Southern Tier,#ffd900
Clinton,2020-04-25T00:00:00Z,4,54,North Country,#dcc8dc
Columbia,2020-04-25T00:00:00Z,16,140,Capital,#00ffff
Cortland,2020-04-25T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-04-25T00:00:00Z,2,58,Southern Tier,#ffd900
Dutchess,2020-04-25T00:00:00Z,62,2660,Mid-Hudson,#91bdf0
Erie,2020-04-25T00:00:00Z,186,2773,Western New York,#979797
Essex,2020-04-25T00:00:00Z,0,24,North Country,#dcc8dc
Franklin,2020-04-25T00:00:00Z,0,14,North Country,#dcc8dc
Fulton,2020-04-25T00:00:00Z,3,61,Mohawk Valley,#ffff00
Genesee,2020-04-25T00:00:00Z,3,141,Western New York,#979797
Greene,2020-04-25T00:00:00Z,2,107,Capital,#00ffff
Hamilton,2020-04-25T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-25T00:00:00Z,3,56,Mohawk Valley,#ffff00
Jefferson,2020-04-25T00:00:00Z,0,59,Tug Hill Seaway,#e978ef
Lewis,2020-04-25T00:00:00Z,3,9,Tug Hill Seaway,#e978ef
Livingston,2020-04-25T00:00:00Z,1,58,Finger Lakes,#b4ffaa
Madison,2020-04-25T00:00:00Z,5,121,Central New York,#d7e1be
Monroe,2020-04-25T00:00:00Z,73,1285,Finger Lakes,#b4ffaa
Montgomery,2020-04-25T00:00:00Z,4,46,Mohawk Valley,#ffff00
Nassau,2020-04-25T00:00:00Z,1558,33798,Long Island,#ff64a5
New York,2020-04-25T00:00:00Z,1935,155113,New York City,#c8ff00
Niagara,2020-04-25T00:00:00Z,21,344,Western New York,#979797
Oneida,2020-04-25T00:00:00Z,8,364,Central New York,#d7e1be
Onondaga,2020-04-25T00:00:00Z,23,664,Central New York,#d7e1be
Ontario,2020-04-25T00:00:00Z,4,82,Finger Lakes,#b4ffaa
Orange,2020-04-25T00:00:00Z,203,7973,Mid-Hudson,#91bdf0
Orleans,2020-04-25T00:00:00Z,5,75,Western New York,#979797
Oswego,2020-04-25T00:00:00Z,2,57,Central New York,#d7e1be
Otsego,2020-04-25T00:00:00Z,3,60,Mohawk Valley,#ffff00
Putnam,2020-04-25T00:00:00Z,42,885,Mid-Hudson,#91bdf0
Rensselaer,2020-04-25T00:00:00Z,11,221,Capital,#00ffff
Rockland,2020-04-25T00:00:00Z,369,11091,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-25T00:00:00Z,1,156,Tug Hill Seaway,#e978ef
Saratoga,2020-04-25T00:00:00Z,11,320,Capital,#00ffff
Schenectady,2020-04-25T00:00:00Z,18,431,Capital,#00ffff
Schoharie,2020-04-25T00:00:00Z,1,33,Mohawk Valley,#ffff00
Schuyler,2020-04-25T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-04-25T00:00:00Z,1,36,Finger Lakes,#b4ffaa
Steuben,2020-04-25T00:00:00Z,17,204,Finger Lakes,#b4ffaa
Suffolk,2020-04-25T00:00:00Z,1042,31368,Long Island,#ff64a5
Sullivan,2020-04-25T00:00:00Z,11,689,Mid-Hudson,#91bdf0
Tioga,2020-04-25T00:00:00Z,3,71,Southern Tier,#ffd900
Tompkins,2020-04-25T00:00:00Z,0,126,Southern Tier,#ffd900
Ulster,2020-04-25T00:00:00Z,19,1166,Mid-Hudson,#91bdf0
Warren,2020-04-25T00:00:00Z,5,132,North Country,#dcc8dc
Washington,2020-04-25T00:00:00Z,3,113,North Country,#dcc8dc
Wayne,2020-04-25T00:00:00Z,1,65,Finger Lakes,#b4ffaa
Westchester,2020-04-25T00:00:00Z,920,27231,Mid-Hudson,#91bdf0
Wyoming,2020-04-25T00:00:00Z,5,57,Western New York,#979797
Yates,2020-04-25T00:00:00Z,1,16,Finger Lakes,#b4ffaa
New York State,2020-04-26T00:00:00Z,21871,288045,New York State,#7a7a7a
Albany,2020-04-26T00:00:00Z,25,948,Capital,#00ffff
Allegany,2020-04-26T00:00:00Z,2,35,Western New York,#979797
Broome,2020-04-26T00:00:00Z,13,257,Southern Tier,#ffd900
Cattaraugus,2020-04-26T00:00:00Z,2,45,Western New York,#979797
Cayuga,2020-04-26T00:00:00Z,2,47,Central New York,#d7e1be
Chautauqua,2020-04-26T00:00:00Z,1,29,Western New York,#979797
Chemung,2020-04-26T00:00:00Z,3,106,Finger Lakes,#b4ffaa
Chenango,2020-04-26T00:00:00Z,0,93,Southern Tier,#ffd900
Clinton,2020-04-26T00:00:00Z,4,57,North Country,#dcc8dc
Columbia,2020-04-26T00:00:00Z,16,143,Capital,#00ffff
Cortland,2020-04-26T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-04-26T00:00:00Z,2,58,Southern Tier,#ffd900
Dutchess,2020-04-26T00:00:00Z,62,2729,Mid-Hudson,#91bdf0
Erie,2020-04-26T00:00:00Z,192,2954,Western New York,#979797
Essex,2020-04-26T00:00:00Z,0,24,North Country,#dcc8dc
Franklin,2020-04-26T00:00:00Z,0,14,North Country,#dcc8dc
Fulton,2020-04-26T00:00:00Z,3,62,Mohawk Valley,#ffff00
Genesee,2020-04-26T00:00:00Z,3,144,Western New York,#979797
Greene,2020-04-26T00:00:00Z,2,110,Capital,#00ffff
Hamilton,2020-04-26T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-26T00:00:00Z,3,57,Mohawk Valley,#ffff00
Jefferson,2020-04-26T00:00:00Z,0,60,Tug Hill Seaway,#e978ef
Lewis,2020-04-26T00:00:00Z,3,9,Tug Hill Seaway,#e978ef
Livingston,2020-04-26T00:00:00Z,1,60,Finger Lakes,#b4ffaa
Madison,2020-04-26T00:00:00Z,5,123,Central New York,#d7e1be
Monroe,2020-04-26T00:00:00Z,76,1316,Finger Lakes,#b4ffaa
Montgomery,2020-04-26T00:00:00Z,4,47,Mohawk Valley,#ffff00
Nassau,2020-04-26T00:00:00Z,1587,34522,Long Island,#ff64a5
New York,2020-04-26T00:00:00Z,1978,158258,New York City,#c8ff00
Niagara,2020-04-26T00:00:00Z,21,368,Western New York,#979797
Oneida,2020-04-26T00:00:00Z,11,384,Central New York,#d7e1be
Onondaga,2020-04-26T00:00:00Z,23,692,Central New York,#d7e1be
Ontario,2020-04-26T00:00:00Z,4,84,Finger Lakes,#b4ffaa
Orange,2020-04-26T00:00:00Z,207,8106,Mid-Hudson,#91bdf0
Orleans,2020-04-26T00:00:00Z,6,80,Western New York,#979797
Oswego,2020-04-26T00:00:00Z,2,61,Central New York,#d7e1be
Otsego,2020-04-26T00:00:00Z,3,60,Mohawk Valley,#ffff00
Putnam,2020-04-26T00:00:00Z,43,904,Mid-Hudson,#91bdf0
Rensselaer,2020-04-26T00:00:00Z,11,242,Capital,#00ffff
Rockland,2020-04-26T00:00:00Z,377,11256,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-26T00:00:00Z,1,167,Tug Hill Seaway,#e978ef
Saratoga,2020-04-26T00:00:00Z,11,330,Capital,#00ffff
Schenectady,2020-04-26T00:00:00Z,19,449,Capital,#00ffff
Schoharie,2020-04-26T00:00:00Z,1,35,Mohawk Valley,#ffff00
Schuyler,2020-04-26T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-04-26T00:00:00Z,1,38,Finger Lakes,#b4ffaa
Steuben,2020-04-26T00:00:00Z,17,207,Finger Lakes,#b4ffaa
Suffolk,2020-04-26T00:00:00Z,1070,32059,Long Island,#ff64a5
Sullivan,2020-04-26T00:00:00Z,13,724,Mid-Hudson,#91bdf0
Tioga,2020-04-26T00:00:00Z,3,71,Southern Tier,#ffd900
Tompkins,2020-04-26T00:00:00Z,0,126,Southern Tier,#ffd900
Ulster,2020-04-26T00:00:00Z,19,1190,Mid-Hudson,#91bdf0
Warren,2020-04-26T00:00:00Z,7,135,North Country,#dcc8dc
Washington,2020-04-26T00:00:00Z,3,127,North Country,#dcc8dc
Wayne,2020-04-26T00:00:00Z,1,65,Finger Lakes,#b4ffaa
Westchester,2020-04-26T00:00:00Z,946,27664,Mid-Hudson,#91bdf0
Wyoming,2020-04-26T00:00:00Z,5,59,Western New York,#979797
Yates,2020-04-26T00:00:00Z,1,17,Finger Lakes,#b4ffaa
New York State,2020-04-27T00:00:00Z,22237,291996,New York State,#7a7a7a
Albany,2020-04-27T00:00:00Z,26,979,Capital,#00ffff
Allegany,2020-04-27T00:00:00Z,2,35,Western New York,#979797
Broome,2020-04-27T00:00:00Z,14,261,Southern Tier,#ffd900
Cattaraugus,2020-04-27T00:00:00Z,2,45,Western New York,#979797
Cayuga,2020-04-27T00:00:00Z,2,48,Central New York,#d7e1be
Chautauqua,2020-04-27T00:00:00Z,1,30,Western New York,#979797
Chemung,2020-04-27T00:00:00Z,3,108,Finger Lakes,#b4ffaa
Chenango,2020-04-27T00:00:00Z,0,95,Southern Tier,#ffd900
Clinton,2020-04-27T00:00:00Z,4,59,North Country,#dcc8dc
Columbia,2020-04-27T00:00:00Z,16,146,Capital,#00ffff
Cortland,2020-04-27T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-04-27T00:00:00Z,2,58,Southern Tier,#ffd900
Dutchess,2020-04-27T00:00:00Z,64,2793,Mid-Hudson,#91bdf0
Erie,2020-04-27T00:00:00Z,195,3021,Western New York,#979797
Essex,2020-04-27T00:00:00Z,0,24,North Country,#dcc8dc
Franklin,2020-04-27T00:00:00Z,0,14,North Country,#dcc8dc
Fulton,2020-04-27T00:00:00Z,3,62,Mohawk Valley,#ffff00
Genesee,2020-04-27T00:00:00Z,3,148,Western New York,#979797
Greene,2020-04-27T00:00:00Z,2,111,Capital,#00ffff
Hamilton,2020-04-27T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-27T00:00:00Z,3,58,Mohawk Valley,#ffff00
Jefferson,2020-04-27T00:00:00Z,0,60,Tug Hill Seaway,#e978ef
Lewis,2020-04-27T00:00:00Z,4,9,Tug Hill Seaway,#e978ef
Livingston,2020-04-27T00:00:00Z,1,62,Finger Lakes,#b4ffaa
Madison,2020-04-27T00:00:00Z,5,124,Central New York,#d7e1be
Monroe,2020-04-27T00:00:00Z,79,1331,Finger Lakes,#b4ffaa
Montgomery,2020-04-27T00:00:00Z,4,47,Mohawk Valley,#ffff00
Nassau,2020-04-27T00:00:00Z,1620,34865,Long Island,#ff64a5
New York,2020-04-27T00:00:00Z,2014,160489,New York City,#c8ff00
Niagara,2020-04-27T00:00:00Z,21,378,Western New York,#979797
Oneida,2020-04-27T00:00:00Z,11,397,Central New York,#d7e1be
Onondaga,2020-04-27T00:00:00Z,23,726,Central New York,#d7e1be
Ontario,2020-04-27T00:00:00Z,4,86,Finger Lakes,#b4ffaa
Orange,2020-04-27T00:00:00Z,219,8238,Mid-Hudson,#91bdf0
Orleans,2020-04-27T00:00:00Z,7,80,Western New York,#979797
Oswego,2020-04-27T00:00:00Z,2,61,Central New York,#d7e1be
Otsego,2020-04-27T00:00:00Z,3,62,Mohawk Valley,#ffff00
Putnam,2020-04-27T00:00:00Z,43,925,Mid-Hudson,#91bdf0
Rensselaer,2020-04-27T00:00:00Z,11,246,Capital,#00ffff
Rockland,2020-04-27T00:00:00Z,384,11366,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-27T00:00:00Z,2,169,Tug Hill Seaway,#e978ef
Saratoga,2020-04-27T00:00:00Z,11,336,Capital,#00ffff
Schenectady,2020-04-27T00:00:00Z,19,457,Capital,#00ffff
Schoharie,2020-04-27T00:00:00Z,1,35,Mohawk Valley,#ffff00
Schuyler,2020-04-27T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-04-27T00:00:00Z,1,38,Finger Lakes,#b4ffaa
Steuben,2020-04-27T00:00:00Z,17,209,Finger Lakes,#b4ffaa
Suffolk,2020-04-27T00:00:00Z,1102,32470,Long Island,#ff64a5
Sullivan,2020-04-27T00:00:00Z,14,748,Mid-Hudson,#91bdf0
Tioga,2020-04-27T00:00:00Z,3,71,Southern Tier,#ffd900
Tompkins,2020-04-27T00:00:00Z,0,126,Southern Tier,#ffd900
Ulster,2020-04-27T00:00:00Z,20,1219,Mid-Hudson,#91bdf0
Warren,2020-04-27T00:00:00Z,7,147,North Country,#dcc8dc
Washington,2020-04-27T00:00:00Z,3,130,North Country,#dcc8dc
Wayne,2020-04-27T00:00:00Z,1,69,Finger Lakes,#b4ffaa
Westchester,2020-04-27T00:00:00Z,962,28007,Mid-Hudson,#91bdf0
Wyoming,2020-04-27T00:00:00Z,5,63,Western New York,#979797
Yates,2020-04-27T00:00:00Z,1,17,Finger Lakes,#b4ffaa
New York State,2020-04-28T00:00:00Z,22685,295106,New York State,#7a7a7a
Albany,2020-04-28T00:00:00Z,26,1009,Capital,#00ffff
Allegany,2020-04-28T00:00:00Z,2,35,Western New York,#979797
Broome,2020-04-28T00:00:00Z,15,266,Southern Tier,#ffd900
Cattaraugus,2020-04-28T00:00:00Z,2,45,Western New York,#979797
Cayuga,2020-04-28T00:00:00Z,2,48,Central New York,#d7e1be
Chautauqua,2020-04-28T00:00:00Z,1,30,Western New York,#979797
Chemung,2020-04-28T00:00:00Z,3,113,Finger Lakes,#b4ffaa
Chenango,2020-04-28T00:00:00Z,0,95,Southern Tier,#ffd900
Clinton,2020-04-28T00:00:00Z,4,59,North Country,#dcc8dc
Columbia,2020-04-28T00:00:00Z,16,154,Capital,#00ffff
Cortland,2020-04-28T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-04-28T00:00:00Z,2,59,Southern Tier,#ffd900
Dutchess,2020-04-28T00:00:00Z,65,2817,Mid-Hudson,#91bdf0
Erie,2020-04-28T00:00:00Z,203,3089,Western New York,#979797
Essex,2020-04-28T00:00:00Z,0,26,North Country,#dcc8dc
Franklin,2020-04-28T00:00:00Z,0,14,North Country,#dcc8dc
Fulton,2020-04-28T00:00:00Z,3,66,Mohawk Valley,#ffff00
Genesee,2020-04-28T00:00:00Z,3,149,Western New York,#979797
Greene,2020-04-28T00:00:00Z,2,112,Capital,#00ffff
Hamilton,2020-04-28T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-28T00:00:00Z,3,58,Mohawk Valley,#ffff00
Jefferson,2020-04-28T00:00:00Z,0,60,Tug Hill Seaway,#e978ef
Lewis,2020-04-28T00:00:00Z,4,9,Tug Hill Seaway,#e978ef
Livingston,2020-04-28T00:00:00Z,1,65,Finger Lakes,#b4ffaa
Madison,2020-04-28T00:00:00Z,5,126,Central New York,#d7e1be
Monroe,2020-04-28T00:00:00Z,81,1371,Finger Lakes,#b4ffaa
Montgomery,2020-04-28T00:00:00Z,4,49,Mohawk Valley,#ffff00
Nassau,2020-04-28T00:00:00Z,1647,35085,Long Island,#ff64a5
New York,2020-04-28T00:00:00Z,2044,162338,New York City,#c8ff00
Niagara,2020-04-28T00:00:00Z,21,386,Western New York,#979797
Oneida,2020-04-28T00:00:00Z,12,411,Central New York,#d7e1be
Onondaga,2020-04-28T00:00:00Z,24,742,Central New York,#d7e1be
Ontario,2020-04-28T00:00:00Z,4,90,Finger Lakes,#b4ffaa
Orange,2020-04-28T00:00:00Z,228,8374,Mid-Hudson,#91bdf0
Orleans,2020-04-28T00:00:00Z,8,80,Western New York,#979797
Oswego,2020-04-28T00:00:00Z,2,63,Central New York,#d7e1be
Otsego,2020-04-28T00:00:00Z,3,65,Mohawk Valley,#ffff00
Putnam,2020-04-28T00:00:00Z,45,932,Mid-Hudson,#91bdf0
Rensselaer,2020-04-28T00:00:00Z,11,250,Capital,#00ffff
Rockland,2020-04-28T00:00:00Z,387,11453,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-28T00:00:00Z,2,170,Tug Hill Seaway,#e978ef
Saratoga,2020-04-28T00:00:00Z,11,343,Capital,#00ffff
Schenectady,2020-04-28T00:00:00Z,22,469,Capital,#00ffff
Schoharie,2020-04-28T00:00:00Z,1,38,Mohawk Valley,#ffff00
Schuyler,2020-04-28T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-04-28T00:00:00Z,1,38,Finger Lakes,#b4ffaa
Steuben,2020-04-28T00:00:00Z,18,210,Finger Lakes,#b4ffaa
Suffolk,2020-04-28T00:00:00Z,1131,32724,Long Island,#ff64a5
Sullivan,2020-04-28T00:00:00Z,15,769,Mid-Hudson,#91bdf0
Tioga,2020-04-28T00:00:00Z,4,82,Southern Tier,#ffd900
Tompkins,2020-04-28T00:00:00Z,0,126,Southern Tier,#ffd900
Ulster,2020-04-28T00:00:00Z,21,1230,Mid-Hudson,#91bdf0
Warren,2020-04-28T00:00:00Z,7,150,North Country,#dcc8dc
Washington,2020-04-28T00:00:00Z,3,131,North Country,#dcc8dc
Wayne,2020-04-28T00:00:00Z,1,70,Finger Lakes,#b4ffaa
Westchester,2020-04-28T00:00:00Z,963,28245,Mid-Hudson,#91bdf0
Wyoming,2020-04-28T00:00:00Z,5,63,Western New York,#979797
Yates,2020-04-28T00:00:00Z,1,17,Finger Lakes,#b4ffaa
New York State,2020-04-29T00:00:00Z,23070,299691,New York State,#7a7a7a
Albany,2020-04-29T00:00:00Z,27,1067,Capital,#00ffff
Allegany,2020-04-29T00:00:00Z,2,35,Western New York,#979797
Broome,2020-04-29T00:00:00Z,15,273,Southern Tier,#ffd900
Cattaraugus,2020-04-29T00:00:00Z,2,47,Western New York,#979797
Cayuga,2020-04-29T00:00:00Z,2,48,Central New York,#d7e1be
Chautauqua,2020-04-29T00:00:00Z,1,31,Western New York,#979797
Chemung,2020-04-29T00:00:00Z,3,119,Finger Lakes,#b4ffaa
Chenango,2020-04-29T00:00:00Z,0,96,Southern Tier,#ffd900
Clinton,2020-04-29T00:00:00Z,4,59,North Country,#dcc8dc
Columbia,2020-04-29T00:00:00Z,16,165,Capital,#00ffff
Cortland,2020-04-29T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-04-29T00:00:00Z,2,60,Southern Tier,#ffd900
Dutchess,2020-04-29T00:00:00Z,68,2881,Mid-Hudson,#91bdf0
Erie,2020-04-29T00:00:00Z,207,3196,Western New York,#979797
Essex,2020-04-29T00:00:00Z,0,27,North Country,#dcc8dc
Franklin,2020-04-29T00:00:00Z,0,15,North Country,#dcc8dc
Fulton,2020-04-29T00:00:00Z,3,67,Mohawk Valley,#ffff00
Genesee,2020-04-29T00:00:00Z,3,152,Western New York,#979797
Greene,2020-04-29T00:00:00Z,2,114,Capital,#00ffff
Hamilton,2020-04-29T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-29T00:00:00Z,3,58,Mohawk Valley,#ffff00
Jefferson,2020-04-29T00:00:00Z,0,60,Tug Hill Seaway,#e978ef
Lewis,2020-04-29T00:00:00Z,4,9,Tug Hill Seaway,#e978ef
Livingston,2020-04-29T00:00:00Z,1,67,Finger Lakes,#b4ffaa
Madison,2020-04-29T00:00:00Z,5,126,Central New York,#d7e1be
Monroe,2020-04-29T00:00:00Z,83,1404,Finger Lakes,#b4ffaa
Montgomery,2020-04-29T00:00:00Z,4,51,Mohawk Valley,#ffff00
Nassau,2020-04-29T00:00:00Z,1678,35505,Long Island,#ff64a5
New York,2020-04-29T00:00:00Z,2085,164841,New York City,#c8ff00
Niagara,2020-04-29T00:00:00Z,21,401,Western New York,#979797
Oneida,2020-04-29T00:00:00Z,14,422,Central New York,#d7e1be
Onondaga,2020-04-29T00:00:00Z,26,782,Central New York,#d7e1be
Ontario,2020-04-29T00:00:00Z,4,90,Finger Lakes,#b4ffaa
Orange,2020-04-29T00:00:00Z,236,8488,Mid-Hudson,#91bdf0
Orleans,2020-04-29T00:00:00Z,8,85,Western New York,#979797
Oswego,2020-04-29T00:00:00Z,2,63,Central New York,#d7e1be
Otsego,2020-04-29T00:00:00Z,3,66,Mohawk Valley,#ffff00
Putnam,2020-04-29T00:00:00Z,45,946,Mid-Hudson,#91bdf0
Rensselaer,2020-04-29T00:00:00Z,11,262,Capital,#00ffff
Rockland,2020-04-29T00:00:00Z,392,11586,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-29T00:00:00Z,2,170,Tug Hill Seaway,#e978ef
Saratoga,2020-04-29T00:00:00Z,11,346,Capital,#00ffff
Schenectady,2020-04-29T00:00:00Z,22,479,Capital,#00ffff
Schoharie,2020-04-29T00:00:00Z,1,39,Mohawk Valley,#ffff00
Schuyler,2020-04-29T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-04-29T00:00:00Z,1,38,Finger Lakes,#b4ffaa
Steuben,2020-04-29T00:00:00Z,18,214,Finger Lakes,#b4ffaa
Suffolk,2020-04-29T00:00:00Z,1155,33265,Long Island,#ff64a5
Sullivan,2020-04-29T00:00:00Z,15,811,Mid-Hudson,#91bdf0
Tioga,2020-04-29T00:00:00Z,5,84,Southern Tier,#ffd900
Tompkins,2020-04-29T00:00:00Z,0,127,Southern Tier,#ffd900
Ulster,2020-04-29T00:00:00Z,23,1252,Mid-Hudson,#91bdf0
Warren,2020-04-29T00:00:00Z,8,152,North Country,#dcc8dc
Washington,2020-04-29T00:00:00Z,3,134,North Country,#dcc8dc
Wayne,2020-04-29T00:00:00Z,1,70,Finger Lakes,#b4ffaa
Westchester,2020-04-29T00:00:00Z,1006,28626,Mid-Hudson,#91bdf0
Wyoming,2020-04-29T00:00:00Z,5,65,Western New York,#979797
Yates,2020-04-29T00:00:00Z,1,17,Finger Lakes,#b4ffaa
New York State,2020-04-30T00:00:00Z,23409,304372,New York State,#7a7a7a
Albany,2020-04-30T00:00:00Z,31,1165,Capital,#00ffff
Allegany,2020-04-30T00:00:00Z,2,35,Western New York,#979797
Broome,2020-04-30T00:00:00Z,15,284,Southern Tier,#ffd900
Cattaraugus,2020-04-30T00:00:00Z,2,47,Western New York,#979797
Cayuga,2020-04-30T00:00:00Z,2,48,Central New York,#d7e1be
Chautauqua,2020-04-30T00:00:00Z,1,33,Western New York,#979797
Chemung,2020-04-30T00:00:00Z,3,122,Finger Lakes,#b4ffaa
Chenango,2020-04-30T00:00:00Z,0,98,Southern Tier,#ffd900
Clinton,2020-04-30T00:00:00Z,4,59,North Country,#dcc8dc
Columbia,2020-04-30T00:00:00Z,16,170,Capital,#00ffff
Cortland,2020-04-30T00:00:00Z,1,28,Central New York,#d7e1be
