County,date,deaths,cases,Region,Color
Delaware,2020-04-30T00:00:00Z,2,61,Southern Tier,#ffd900
Dutchess,2020-04-30T00:00:00Z,69,2954,Mid-Hudson,#91bdf0
Erie,2020-04-30T00:00:00Z,214,3319,Western New York,#979797
Essex,2020-04-30T00:00:00Z,0,28,North Country,#dcc8dc
Franklin,2020-04-30T00:00:00Z,0,15,North Country,#dcc8dc
Fulton,2020-04-30T00:00:00Z,3,71,Mohawk Valley,#ffff00
Genesee,2020-04-30T00:00:00Z,3,153,Western New York,#979797
Greene,2020-04-30T00:00:00Z,2,131,Capital,#00ffff
Hamilton,2020-04-30T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-04-30T00:00:00Z,3,58,Mohawk Valley,#ffff00
Jefferson,2020-04-30T00:00:00Z,0,61,Tug Hill Seaway,#e978ef
Lewis,2020-04-30T00:00:00Z,4,9,Tug Hill Seaway,#e978ef
Livingston,2020-04-30T00:00:00Z,1,69,Finger Lakes,#b4ffaa
Madison,2020-04-30T00:00:00Z,5,131,Central New York,#d7e1be
Monroe,2020-04-30T00:00:00Z,84,1441,Finger Lakes,#b4ffaa
Montgomery,2020-04-30T00:00:00Z,4,53,Mohawk Valley,#ffff00
Nassau,2020-04-30T00:00:00Z,1700,35854,Long Island,#ff64a5
New York,2020-04-30T00:00:00Z,2132,167478,New York City,#c8ff00
Niagara,2020-04-30T00:00:00Z,23,420,Western New York,#979797
Oneida,2020-04-30T00:00:00Z,14,439,Central New York,#d7e1be
Onondaga,2020-04-30T00:00:00Z,28,832,Central New York,#d7e1be
Ontario,2020-04-30T00:00:00Z,4,90,Finger Lakes,#b4ffaa
Orange,2020-04-30T00:00:00Z,240,8650,Mid-Hudson,#91bdf0
Orleans,2020-04-30T00:00:00Z,8,89,Western New York,#979797
Oswego,2020-04-30T00:00:00Z,2,63,Central New York,#d7e1be
Otsego,2020-04-30T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-04-30T00:00:00Z,45,970,Mid-Hudson,#91bdf0
Rensselaer,2020-04-30T00:00:00Z,12,287,Capital,#00ffff
Rockland,2020-04-30T00:00:00Z,398,11708,Mid-Hudson,#91bdf0
St. Lawrence,2020-04-30T00:00:00Z,2,173,Tug Hill Seaway,#e978ef
Saratoga,2020-04-30T00:00:00Z,13,354,Capital,#00ffff
Schenectady,2020-04-30T00:00:00Z,22,501,Capital,#00ffff
Schoharie,2020-04-30T00:00:00Z,1,42,Mohawk Valley,#ffff00
Schuyler,2020-04-30T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-04-30T00:00:00Z,1,39,Finger Lakes,#b4ffaa
Steuben,2020-04-30T00:00:00Z,19,216,Finger Lakes,#b4ffaa
Suffolk,2020-04-30T00:00:00Z,1177,33664,Long Island,#ff64a5
Sullivan,2020-04-30T00:00:00Z,15,838,Mid-Hudson,#91bdf0
Tioga,2020-04-30T00:00:00Z,6,88,Southern Tier,#ffd900
Tompkins,2020-04-30T00:00:00Z,0,128,Southern Tier,#ffd900
Ulster,2020-04-30T00:00:00Z,24,1279,Mid-Hudson,#91bdf0
Warren,2020-04-30T00:00:00Z,8,176,North Country,#dcc8dc
Washington,2020-04-30T00:00:00Z,3,148,North Country,#dcc8dc
Wayne,2020-04-30T00:00:00Z,1,71,Finger Lakes,#b4ffaa
Westchester,2020-04-30T00:00:00Z,1031,28970,Mid-Hudson,#91bdf0
Wyoming,2020-04-30T00:00:00Z,5,67,Western New York,#979797
Yates,2020-04-30T00:00:00Z,1,18,Finger Lakes,#b4ffaa
New York State,2020-05-01T00:00:00Z,23752,308314,New York State,#7a7a7a
Albany,2020-05-01T00:00:00Z,33,1204,Capital,#00ffff
Allegany,2020-05-01T00:00:00Z,2,35,Western New York,#979797
Broome,2020-05-01T00:00:00Z,17,299,Southern Tier,#ffd900
Cattaraugus,2020-05-01T00:00:00Z,2,49,Western New York,#979797
Cayuga,2020-05-01T00:00:00Z,2,51,Central New York,#d7e1be
Chautauqua,2020-05-01T00:00:00Z,1,35,Western New York,#979797
Chemung,2020-05-01T00:00:00Z,3,123,Finger Lakes,#b4ffaa
Chenango,2020-05-01T00:00:00Z,1,99,Southern Tier,#ffd900
Clinton,2020-05-01T00:00:00Z,4,61,North Country,#dcc8dc
Columbia,2020-05-01T00:00:00Z,16,202,Capital,#00ffff
Cortland,2020-05-01T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-05-01T00:00:00Z,2,61,Southern Tier,#ffd900
Dutchess,2020-05-01T00:00:00Z,70,3002,Mid-Hudson,#91bdf0
Erie,2020-05-01T00:00:00Z,220,3481,Western New York,#979797
Essex,2020-05-01T00:00:00Z,0,28,North Country,#dcc8dc
Franklin,2020-05-01T00:00:00Z,0,15,North Country,#dcc8dc
Fulton,2020-05-01T00:00:00Z,3,75,Mohawk Valley,#ffff00
Genesee,2020-05-01T00:00:00Z,3,154,Western New York,#979797
Greene,2020-05-01T00:00:00Z,3,139,Capital,#00ffff
Hamilton,2020-05-01T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-05-01T00:00:00Z,3,60,Mohawk Valley,#ffff00
Jefferson,2020-05-01T00:00:00Z,0,61,Tug Hill Seaway,#e978ef
Lewis,2020-05-01T00:00:00Z,4,9,Tug Hill Seaway,#e978ef
Livingston,2020-05-01T00:00:00Z,1,73,Finger Lakes,#b4ffaa
Madison,2020-05-01T00:00:00Z,5,139,Central New York,#d7e1be
Monroe,2020-05-01T00:00:00Z,84,1478,Finger Lakes,#b4ffaa
Montgomery,2020-05-01T00:00:00Z,4,54,Mohawk Valley,#ffff00
Nassau,2020-05-01T00:00:00Z,1720,36161,Long Island,#ff64a5
New York,2020-05-01T00:00:00Z,2177,169690,New York City,#c8ff00
Niagara,2020-05-01T00:00:00Z,24,440,Western New York,#979797
Oneida,2020-05-01T00:00:00Z,14,451,Central New York,#d7e1be
Onondaga,2020-05-01T00:00:00Z,30,860,Central New York,#d7e1be
Ontario,2020-05-01T00:00:00Z,4,91,Finger Lakes,#b4ffaa
Orange,2020-05-01T00:00:00Z,246,8751,Mid-Hudson,#91bdf0
Orleans,2020-05-01T00:00:00Z,8,92,Western New York,#979797
Oswego,2020-05-01T00:00:00Z,2,64,Central New York,#d7e1be
Otsego,2020-05-01T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-01T00:00:00Z,45,990,Mid-Hudson,#91bdf0
Rensselaer,2020-05-01T00:00:00Z,12,298,Capital,#00ffff
Rockland,2020-05-01T00:00:00Z,403,11812,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-01T00:00:00Z,2,176,Tug Hill Seaway,#e978ef
Saratoga,2020-05-01T00:00:00Z,13,358,Capital,#00ffff
Schenectady,2020-05-01T00:00:00Z,22,514,Capital,#00ffff
Schoharie,2020-05-01T00:00:00Z,1,43,Mohawk Valley,#ffff00
Schuyler,2020-05-01T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-05-01T00:00:00Z,1,41,Finger Lakes,#b4ffaa
Steuben,2020-05-01T00:00:00Z,19,216,Finger Lakes,#b4ffaa
Suffolk,2020-05-01T00:00:00Z,1203,34037,Long Island,#ff64a5
Sullivan,2020-05-01T00:00:00Z,15,880,Mid-Hudson,#91bdf0
Tioga,2020-05-01T00:00:00Z,6,90,Southern Tier,#ffd900
Tompkins,2020-05-01T00:00:00Z,0,128,Southern Tier,#ffd900
Ulster,2020-05-01T00:00:00Z,26,1298,Mid-Hudson,#91bdf0
Warren,2020-05-01T00:00:00Z,8,182,North Country,#dcc8dc
Washington,2020-05-01T00:00:00Z,5,170,North Country,#dcc8dc
Wayne,2020-05-01T00:00:00Z,1,71,Finger Lakes,#b4ffaa
Westchester,2020-05-01T00:00:00Z,1049,29232,Mid-Hudson,#91bdf0
Wyoming,2020-05-01T00:00:00Z,5,68,Western New York,#979797
Yates,2020-05-01T00:00:00Z,1,18,Finger Lakes,#b4ffaa
New York State,2020-05-02T00:00:00Z,23925,312977,New York State,#7a7a7a
Albany,2020-05-02T00:00:00Z,35,1238,Capital,#00ffff
Allegany,2020-05-02T00:00:00Z,2,35,Western New York,#979797
Broome,2020-05-02T00:00:00Z,17,305,Southern Tier,#ffd900
Cattaraugus,2020-05-02T00:00:00Z,2,50,Western New York,#979797
Cayuga,2020-05-02T00:00:00Z,2,51,Central New York,#d7e1be
Chautauqua,2020-05-02T00:00:00Z,1,35,Western New York,#979797
Chemung,2020-05-02T00:00:00Z,3,124,Finger Lakes,#b4ffaa
Chenango,2020-05-02T00:00:00Z,1,99,Southern Tier,#ffd900
Clinton,2020-05-02T00:00:00Z,4,62,North Country,#dcc8dc
Columbia,2020-05-02T00:00:00Z,16,205,Capital,#00ffff
Cortland,2020-05-02T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-05-02T00:00:00Z,2,61,Southern Tier,#ffd900
Dutchess,2020-05-02T00:00:00Z,73,3049,Mid-Hudson,#91bdf0
Erie,2020-05-02T00:00:00Z,228,3598,Western New York,#979797
Essex,2020-05-02T00:00:00Z,0,28,North Country,#dcc8dc
Franklin,2020-05-02T00:00:00Z,0,15,North Country,#dcc8dc
Fulton,2020-05-02T00:00:00Z,3,79,Mohawk Valley,#ffff00
Genesee,2020-05-02T00:00:00Z,3,155,Western New York,#979797
Greene,2020-05-02T00:00:00Z,3,142,Capital,#00ffff
Hamilton,2020-05-02T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-05-02T00:00:00Z,3,61,Mohawk Valley,#ffff00
Jefferson,2020-05-02T00:00:00Z,0,62,Tug Hill Seaway,#e978ef
Lewis,2020-05-02T00:00:00Z,4,9,Tug Hill Seaway,#e978ef
Livingston,2020-05-02T00:00:00Z,1,76,Finger Lakes,#b4ffaa
Madison,2020-05-02T00:00:00Z,5,149,Central New York,#d7e1be
Monroe,2020-05-02T00:00:00Z,87,1534,Finger Lakes,#b4ffaa
Montgomery,2020-05-02T00:00:00Z,4,54,Mohawk Valley,#ffff00
Nassau,2020-05-02T00:00:00Z,1745,36519,Long Island,#ff64a5
New York,2020-05-02T00:00:00Z,2218,172354,New York City,#c8ff00
Niagara,2020-05-02T00:00:00Z,26,457,Western New York,#979797
Oneida,2020-05-02T00:00:00Z,14,474,Central New York,#d7e1be
Onondaga,2020-05-02T00:00:00Z,31,903,Central New York,#d7e1be
Ontario,2020-05-02T00:00:00Z,4,92,Finger Lakes,#b4ffaa
Orange,2020-05-02T00:00:00Z,249,8910,Mid-Hudson,#91bdf0
Orleans,2020-05-02T00:00:00Z,9,93,Western New York,#979797
Oswego,2020-05-02T00:00:00Z,2,66,Central New York,#d7e1be
Otsego,2020-05-02T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-02T00:00:00Z,45,1003,Mid-Hudson,#91bdf0
Rensselaer,2020-05-02T00:00:00Z,14,311,Capital,#00ffff
Rockland,2020-05-02T00:00:00Z,408,11945,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-02T00:00:00Z,2,176,Tug Hill Seaway,#e978ef
Saratoga,2020-05-02T00:00:00Z,13,361,Capital,#00ffff
Schenectady,2020-05-02T00:00:00Z,22,521,Capital,#00ffff
Schoharie,2020-05-02T00:00:00Z,1,43,Mohawk Valley,#ffff00
Schuyler,2020-05-02T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-05-02T00:00:00Z,1,42,Finger Lakes,#b4ffaa
Steuben,2020-05-02T00:00:00Z,19,217,Finger Lakes,#b4ffaa
Suffolk,2020-05-02T00:00:00Z,1227,34478,Long Island,#ff64a5
Sullivan,2020-05-02T00:00:00Z,15,931,Mid-Hudson,#91bdf0
Tioga,2020-05-02T00:00:00Z,6,90,Southern Tier,#ffd900
Tompkins,2020-05-02T00:00:00Z,0,128,Southern Tier,#ffd900
Ulster,2020-05-02T00:00:00Z,27,1327,Mid-Hudson,#91bdf0
Warren,2020-05-02T00:00:00Z,9,185,North Country,#dcc8dc
Washington,2020-05-02T00:00:00Z,5,184,North Country,#dcc8dc
Wayne,2020-05-02T00:00:00Z,1,73,Finger Lakes,#b4ffaa
Westchester,2020-05-02T00:00:00Z,1067,29626,Mid-Hudson,#91bdf0
Wyoming,2020-05-02T00:00:00Z,5,69,Western New York,#979797
Yates,2020-05-02T00:00:00Z,1,18,Finger Lakes,#b4ffaa
New York State,2020-05-03T00:00:00Z,24462,316415,New York State,#7a7a7a
Albany,2020-05-03T00:00:00Z,36,1258,Capital,#00ffff
Allegany,2020-05-03T00:00:00Z,2,35,Western New York,#979797
Broome,2020-05-03T00:00:00Z,17,327,Southern Tier,#ffd900
Cattaraugus,2020-05-03T00:00:00Z,2,53,Western New York,#979797
Cayuga,2020-05-03T00:00:00Z,2,51,Central New York,#d7e1be
Chautauqua,2020-05-03T00:00:00Z,2,36,Western New York,#979797
Chemung,2020-05-03T00:00:00Z,3,125,Finger Lakes,#b4ffaa
Chenango,2020-05-03T00:00:00Z,1,99,Southern Tier,#ffd900
Clinton,2020-05-03T00:00:00Z,4,66,North Country,#dcc8dc
Columbia,2020-05-03T00:00:00Z,16,209,Capital,#00ffff
Cortland,2020-05-03T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-05-03T00:00:00Z,2,61,Southern Tier,#ffd900
Dutchess,2020-05-03T00:00:00Z,75,3086,Mid-Hudson,#91bdf0
Erie,2020-05-03T00:00:00Z,235,3710,Western New York,#979797
Essex,2020-05-03T00:00:00Z,0,29,North Country,#dcc8dc
Franklin,2020-05-03T00:00:00Z,0,15,North Country,#dcc8dc
Fulton,2020-05-03T00:00:00Z,4,82,Mohawk Valley,#ffff00
Genesee,2020-05-03T00:00:00Z,3,155,Western New York,#979797
Greene,2020-05-03T00:00:00Z,3,151,Capital,#00ffff
Hamilton,2020-05-03T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-05-03T00:00:00Z,3,62,Mohawk Valley,#ffff00
Jefferson,2020-05-03T00:00:00Z,0,62,Tug Hill Seaway,#e978ef
Lewis,2020-05-03T00:00:00Z,5,9,Tug Hill Seaway,#e978ef
Livingston,2020-05-03T00:00:00Z,1,83,Finger Lakes,#b4ffaa
Madison,2020-05-03T00:00:00Z,6,151,Central New York,#d7e1be
Monroe,2020-05-03T00:00:00Z,87,1566,Finger Lakes,#b4ffaa
Montgomery,2020-05-03T00:00:00Z,4,56,Mohawk Valley,#ffff00
Nassau,2020-05-03T00:00:00Z,1770,36780,Long Island,#ff64a5
New York,2020-05-03T00:00:00Z,2254,174331,New York City,#c8ff00
Niagara,2020-05-03T00:00:00Z,26,474,Western New York,#979797
Oneida,2020-05-03T00:00:00Z,16,489,Central New York,#d7e1be
Onondaga,2020-05-03T00:00:00Z,34,952,Central New York,#d7e1be
Ontario,2020-05-03T00:00:00Z,4,95,Finger Lakes,#b4ffaa
Orange,2020-05-03T00:00:00Z,252,8967,Mid-Hudson,#91bdf0
Orleans,2020-05-03T00:00:00Z,9,97,Western New York,#979797
Oswego,2020-05-03T00:00:00Z,2,66,Central New York,#d7e1be
Otsego,2020-05-03T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-03T00:00:00Z,45,1013,Mid-Hudson,#91bdf0
Rensselaer,2020-05-03T00:00:00Z,16,322,Capital,#00ffff
Rockland,2020-05-03T00:00:00Z,411,12025,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-03T00:00:00Z,2,177,Tug Hill Seaway,#e978ef
Saratoga,2020-05-03T00:00:00Z,13,363,Capital,#00ffff
Schenectady,2020-05-03T00:00:00Z,22,527,Capital,#00ffff
Schoharie,2020-05-03T00:00:00Z,1,45,Mohawk Valley,#ffff00
Schuyler,2020-05-03T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-05-03T00:00:00Z,1,45,Finger Lakes,#b4ffaa
Steuben,2020-05-03T00:00:00Z,19,218,Finger Lakes,#b4ffaa
Suffolk,2020-05-03T00:00:00Z,1256,34855,Long Island,#ff64a5
Sullivan,2020-05-03T00:00:00Z,16,951,Mid-Hudson,#91bdf0
Tioga,2020-05-03T00:00:00Z,8,90,Southern Tier,#ffd900
Tompkins,2020-05-03T00:00:00Z,0,129,Southern Tier,#ffd900
Ulster,2020-05-03T00:00:00Z,28,1341,Mid-Hudson,#91bdf0
Warren,2020-05-03T00:00:00Z,10,188,North Country,#dcc8dc
Washington,2020-05-03T00:00:00Z,5,186,North Country,#dcc8dc
Wayne,2020-05-03T00:00:00Z,1,75,Finger Lakes,#b4ffaa
Westchester,2020-05-03T00:00:00Z,1086,29884,Mid-Hudson,#91bdf0
Wyoming,2020-05-03T00:00:00Z,5,69,Western New York,#979797
Yates,2020-05-03T00:00:00Z,1,19,Finger Lakes,#b4ffaa
New York State,2020-05-04T00:00:00Z,24710,318953,New York State,#7a7a7a
Albany,2020-05-04T00:00:00Z,39,1287,Capital,#00ffff
Allegany,2020-05-04T00:00:00Z,2,35,Western New York,#979797
Broome,2020-05-04T00:00:00Z,17,334,Southern Tier,#ffd900
Cattaraugus,2020-05-04T00:00:00Z,2,53,Western New York,#979797
Cayuga,2020-05-04T00:00:00Z,2,51,Central New York,#d7e1be
Chautauqua,2020-05-04T00:00:00Z,2,37,Western New York,#979797
Chemung,2020-05-04T00:00:00Z,3,126,Finger Lakes,#b4ffaa
Chenango,2020-05-04T00:00:00Z,1,100,Southern Tier,#ffd900
Clinton,2020-05-04T00:00:00Z,4,68,North Country,#dcc8dc
Columbia,2020-05-04T00:00:00Z,16,213,Capital,#00ffff
Cortland,2020-05-04T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-05-04T00:00:00Z,2,62,Southern Tier,#ffd900
Dutchess,2020-05-04T00:00:00Z,81,3131,Mid-Hudson,#91bdf0
Erie,2020-05-04T00:00:00Z,238,3802,Western New York,#979797
Essex,2020-05-04T00:00:00Z,0,29,North Country,#dcc8dc
Franklin,2020-05-04T00:00:00Z,0,16,North Country,#dcc8dc
Fulton,2020-05-04T00:00:00Z,4,84,Mohawk Valley,#ffff00
Genesee,2020-05-04T00:00:00Z,3,159,Western New York,#979797
Greene,2020-05-04T00:00:00Z,4,154,Capital,#00ffff
Hamilton,2020-05-04T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-05-04T00:00:00Z,3,63,Mohawk Valley,#ffff00
Jefferson,2020-05-04T00:00:00Z,0,63,Tug Hill Seaway,#e978ef
Lewis,2020-05-04T00:00:00Z,5,9,Tug Hill Seaway,#e978ef
Livingston,2020-05-04T00:00:00Z,1,85,Finger Lakes,#b4ffaa
Madison,2020-05-04T00:00:00Z,6,217,Central New York,#d7e1be
Monroe,2020-05-04T00:00:00Z,88,1595,Finger Lakes,#b4ffaa
Montgomery,2020-05-04T00:00:00Z,4,56,Mohawk Valley,#ffff00
Nassau,2020-05-04T00:00:00Z,1792,36965,Long Island,#ff64a5
New York,2020-05-04T00:00:00Z,2274,175651,New York City,#c8ff00
Niagara,2020-05-04T00:00:00Z,27,493,Western New York,#979797
Oneida,2020-05-04T00:00:00Z,17,550,Central New York,#d7e1be
Onondaga,2020-05-04T00:00:00Z,35,971,Central New York,#d7e1be
Ontario,2020-05-04T00:00:00Z,4,96,Finger Lakes,#b4ffaa
Orange,2020-05-04T00:00:00Z,256,9015,Mid-Hudson,#91bdf0
Orleans,2020-05-04T00:00:00Z,9,97,Western New York,#979797
Oswego,2020-05-04T00:00:00Z,2,67,Central New York,#d7e1be
Otsego,2020-05-04T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-04T00:00:00Z,45,1026,Mid-Hudson,#91bdf0
Rensselaer,2020-05-04T00:00:00Z,16,337,Capital,#00ffff
Rockland,2020-05-04T00:00:00Z,413,12095,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-04T00:00:00Z,2,178,Tug Hill Seaway,#e978ef
Saratoga,2020-05-04T00:00:00Z,13,367,Capital,#00ffff
Schenectady,2020-05-04T00:00:00Z,22,535,Capital,#00ffff
Schoharie,2020-05-04T00:00:00Z,1,45,Mohawk Valley,#ffff00
Schuyler,2020-05-04T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-05-04T00:00:00Z,1,45,Finger Lakes,#b4ffaa
Steuben,2020-05-04T00:00:00Z,19,219,Finger Lakes,#b4ffaa
Suffolk,2020-05-04T00:00:00Z,1273,35077,Long Island,#ff64a5
Sullivan,2020-05-04T00:00:00Z,16,976,Mid-Hudson,#91bdf0
Tioga,2020-05-04T00:00:00Z,8,90,Southern Tier,#ffd900
Tompkins,2020-05-04T00:00:00Z,0,129,Southern Tier,#ffd900
Ulster,2020-05-04T00:00:00Z,30,1354,Mid-Hudson,#91bdf0
Warren,2020-05-04T00:00:00Z,10,192,North Country,#dcc8dc
Washington,2020-05-04T00:00:00Z,5,188,North Country,#dcc8dc
Wayne,2020-05-04T00:00:00Z,1,76,Finger Lakes,#b4ffaa
Westchester,2020-05-04T00:00:00Z,1101,30097,Mid-Hudson,#91bdf0
Wyoming,2020-05-04T00:00:00Z,5,69,Western New York,#979797
Yates,2020-05-04T00:00:00Z,1,19,Finger Lakes,#b4ffaa
New York State,2020-05-05T00:00:00Z,24977,321192,New York State,#7a7a7a
Albany,2020-05-05T00:00:00Z,42,1294,Capital,#00ffff
Allegany,2020-05-05T00:00:00Z,2,35,Western New York,#979797
Broome,2020-05-05T00:00:00Z,17,338,Southern Tier,#ffd900
Cattaraugus,2020-05-05T00:00:00Z,2,53,Western New York,#979797
Cayuga,2020-05-05T00:00:00Z,2,51,Central New York,#d7e1be
Chautauqua,2020-05-05T00:00:00Z,2,37,Western New York,#979797
Chemung,2020-05-05T00:00:00Z,3,126,Finger Lakes,#b4ffaa
Chenango,2020-05-05T00:00:00Z,1,100,Southern Tier,#ffd900
Clinton,2020-05-05T00:00:00Z,4,69,North Country,#dcc8dc
Columbia,2020-05-05T00:00:00Z,18,229,Capital,#00ffff
Cortland,2020-05-05T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-05-05T00:00:00Z,2,62,Southern Tier,#ffd900
Dutchess,2020-05-05T00:00:00Z,84,3151,Mid-Hudson,#91bdf0
Erie,2020-05-05T00:00:00Z,248,3891,Western New York,#979797
Essex,2020-05-05T00:00:00Z,0,30,North Country,#dcc8dc
Franklin,2020-05-05T00:00:00Z,0,16,North Country,#dcc8dc
Fulton,2020-05-05T00:00:00Z,5,97,Mohawk Valley,#ffff00
Genesee,2020-05-05T00:00:00Z,3,159,Western New York,#979797
Greene,2020-05-05T00:00:00Z,5,166,Capital,#00ffff
Hamilton,2020-05-05T00:00:00Z,0,3,North Country,#dcc8dc
Herkimer,2020-05-05T00:00:00Z,3,67,Mohawk Valley,#ffff00
Jefferson,2020-05-05T00:00:00Z,0,63,Tug Hill Seaway,#e978ef
Lewis,2020-05-05T00:00:00Z,5,9,Tug Hill Seaway,#e978ef
Livingston,2020-05-05T00:00:00Z,1,86,Finger Lakes,#b4ffaa
Madison,2020-05-05T00:00:00Z,6,223,Central New York,#d7e1be
Monroe,2020-05-05T00:00:00Z,92,1623,Finger Lakes,#b4ffaa
Montgomery,2020-05-05T00:00:00Z,4,61,Mohawk Valley,#ffff00
Nassau,2020-05-05T00:00:00Z,1818,37152,Long Island,#ff64a5
New York,2020-05-05T00:00:00Z,2312,176874,New York City,#c8ff00
Niagara,2020-05-05T00:00:00Z,27,508,Western New York,#979797
Oneida,2020-05-05T00:00:00Z,17,574,Central New York,#d7e1be
Onondaga,2020-05-05T00:00:00Z,36,1002,Central New York,#d7e1be
Ontario,2020-05-05T00:00:00Z,4,97,Finger Lakes,#b4ffaa
Orange,2020-05-05T00:00:00Z,258,9144,Mid-Hudson,#91bdf0
Orleans,2020-05-05T00:00:00Z,9,99,Western New York,#979797
Oswego,2020-05-05T00:00:00Z,2,68,Central New York,#d7e1be
Otsego,2020-05-05T00:00:00Z,3,67,Mohawk Valley,#ffff00
Putnam,2020-05-05T00:00:00Z,46,1031,Mid-Hudson,#91bdf0
Rensselaer,2020-05-05T00:00:00Z,16,339,Capital,#00ffff
Rockland,2020-05-05T00:00:00Z,416,12144,Mid-Hudson,#91bdf0
St. Lawrence,2020-05-05T00:00:00Z,2,178,Tug Hill Seaway,#e978ef
Saratoga,2020-05-05T00:00:00Z,13,368,Capital,#00ffff
Schenectady,2020-05-05T00:00:00Z,23,537,Capital,#00ffff
Schoharie,2020-05-05T00:00:00Z,1,45,Mohawk Valley,#ffff00
Schuyler,2020-05-05T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Seneca,2020-05-05T00:00:00Z,1,46,Finger Lakes,#b4ffaa
Steuben,2020-05-05T00:00:00Z,19,221,Finger Lakes,#b4ffaa
Suffolk,2020-05-05T00:00:00Z,1296,35275,Long Island,#ff64a5
Sullivan,2020-05-05T00:00:00Z,16,984,Mid-Hudson,#91bdf0
Tioga,2020-05-05T00:00:00Z,8,92,Southern Tier,#ffd900
Tompkins,2020-05-05T00:00:00Z,0,129,Southern Tier,#ffd900
Ulster,2020-05-05T00:00:00Z,31,1357,Mid-Hudson,#91bdf0
Warren,2020-05-05T00:00:00Z,11,192,North Country,#dcc8dc
Washington,2020-05-05T00:00:00Z,5,188,North Country,#dcc8dc
Wayne,2020-05-05T00:00:00Z,1,78,Finger Lakes,#b4ffaa
Westchester,2020-05-05T00:00:00Z,1116,30240,Mid-Hudson,#91bdf0
Wyoming,2020-05-05T00:00:00Z,5,70,Western New York,#979797
Yates,2020-05-05T00:00:00Z,2,19,Finger Lakes,#b4ffaa
New York State,2020-05-06T00:00:00Z,25862,323978,New York State,#7a7a7a
Albany,2020-05-06T00:00:00Z,63,1321,Capital,#00ffff
Allegany,2020-05-06T00:00:00Z,2,35,Western New York,#979797
Broome,2020-05-06T00:00:00Z,24,345,Southern Tier,#ffd900
Cattaraugus,2020-05-06T00:00:00Z,2,54,Western New York,#979797
Cayuga,2020-05-06T00:00:00Z,2,51,Central New York,#d7e1be
Chautauqua,2020-05-06T00:00:00Z,2,38,Western New York,#979797
Chemung,2020-05-06T00:00:00Z,3,128,Finger Lakes,#b4ffaa
Chenango,2020-05-06T00:00:00Z,3,102,Southern Tier,#ffd900
Clinton,2020-05-06T00:00:00Z,4,69,North Country,#dcc8dc
Columbia,2020-05-06T00:00:00Z,21,291,Capital,#00ffff
Cortland,2020-05-06T00:00:00Z,1,28,Central New York,#d7e1be
Delaware,2020-05-06T00:00:00Z,2,62,Southern Tier,#ffd900
Dutchess,2020-05-06T00:00:00Z,95,3192,Mid-Hudson,#91bdf0
Erie,2020-05-06T00:00:00Z,322,4008,Western New York,#979797
Essex,2020-05-06T00:00:00Z,0,30,North Country,#dcc8dc
Franklin,2020-05-06T00:00:00Z,0,16,North Country,#dcc8dc
Fulton,2020-05-06T00:00:00Z,6,100,Mohawk Valley,#ffff00
Genesee,2020-05-06T00:00:00Z,3,162,Western New York,#979797
Greene,2020-05-06T00:00:00Z,7,188,Capital,#00ffff
Hamilton,2020-05-06T00:00:00Z,0,5,North Country,#dcc8dc
Herkimer,2020-05-06T00:00:00Z,3,68,Mohawk Valley,#ffff00
Jefferson,2020-05-06T00:00:00Z,0,63,Tug Hill Seaway,#e978ef
Lewis,2020-05-06T00:00:00Z,5,9,Tug Hill Seaway,#e978ef
Livingston,2020-05-06T00:00:00Z,1,89,Finger Lakes,#b4ffaa
Madison,2020-05-06T00:00:00Z,6,231,Central New York,#d7e1be
Monroe,2020-05-06T00:00:00Z,121,1655,Finger Lakes,#b4ffaa
Montgomery,2020-05-06T00:00:00Z,4,63,Mohawk Valley,#ffff00
Nassau,2020-05-06T00:00:00Z,1891,37350,Long Island,#ff64a5
New York,2020-05-06T00:00:00Z,2383,178351,New York City,#c8ff00
